originl query	freq	CPP detector and converter				JS detector and converter							
အားနာတယ္	5	1	အားနာတယ်	diff	Z	0.9999999835	အားနာတယ်	diff	Z	same	same		
videoေဒါက္တာခ်က္ႀကီး	5	1	videoဒေါက်တာချက်ကြီး	diff	Z	1	videoဒေါက်တာချက်ကြီး	diff	Z	same	same		
ထိုင္​​ေအာကားမ်ား	5	1	ထိုင်​​အောကားများ	diff	Z	1	ထိုင်​​အောကားများ	diff	Z	same	same		
ဘီဘီစီ သတင္းမ်ား	5	1	ဘီဘီစီ သတင်းများ	diff	Z	0.9999999992	ဘီဘီစီ သတင်းများ	diff	Z	same	same		
အား ဝင်တယ်	5	1.25E-08	အား ဝငျတယျ	diff	U	1.29E-08	အား ဝငျတယျ	diff	U	same	same		
အာလုံးကိုေက်ာ္ျဖတ္ရမယ္	5	1	အာလုံးကိုကျော်ဖြတ်ရမယ်	diff	Z	1	အာလုံးကိုကျော်ဖြတ်ရမယ်	diff	Z	same	same		
ကိုိယ္၀န္ပ်က္ ေသြးလြန္	5	1	ကိုယ်ဝန်ပျက် သွေးလွန်	diff	Z	1	ကိုယ်ဝန်ပျက် သွေးလွန်	diff	Z	same	same		
သမတကၠသိုလ္စစ္ကိုင္း	5	1	သမတက္ကသိုလ်စစ်ကိုင်း	diff	Z	1	သမတက္ကသိုလ်စစ်ကိုင်း	diff	Z	same	same		
မြန္းေအာင္ mp3	5	1	မွန်းအောင် mp3	diff	Z	1	မွန်းအောင် mp3	diff	Z	same	same		
​ေနတို	5	1	​နေတို	diff	Z	0.9998958196	​နေတို	diff	Z	same	same		
Suggestion "ပဌာန္း ပါဠိေတာ္"	5	1	Suggestion "ပဌာန်း ပါဠိတော်"	diff	Z	1	Suggestion "ပဌာန်း ပါဠိတော်"	diff	Z	same	same		
ေအသင္ခ်ိဳေအာကာ	5	1	အေသင်ချိုအောကာ	diff	Z	1	အေသင်ချိုအောကာ	diff	Z	same	same		
ကုလားကား ျမန္မာစာတန္းထိုး 2015	5	1	ကုလားကား မြန်မာစာတန်းထိုး 2015	diff	Z	1	ကုလားကား မြန်မာစာတန်းထိုး 2015	diff	Z	same	same		
အခ်စ္​ဦးကဗ်ာ	5	1	အချစ်​ဦးကဗျာ	diff	Z	1	အချစ်​ဦးကဗျာ	diff	Z	same	same		
Rဇာနည္​	5	0.9998	Rဇာနည်​	diff	Z	0.9999990231	Rဇာနည်​	diff	Z	same	same		
လိုးကားေခ်ာင္းရ္ုက္	5	1	လိုးကားချောင်းရ်ုက်	diff	Z	1	လိုးကားချောင်းရ်ုက်	diff	Z	same	same		
မန္က်ည္းသီးေထာင္းေျၾကာ္	5	1	မန်ကျည်းသီးထောင်းကြော်	diff	Z	1	မန်ကျည်းသီးထောင်းကြော်	diff	Z	same	same		
ဂ်ပန္​​ေအာကားမ်ား	5	1	ဂျပန်​​အောကားများ	diff	Z	1	ဂျပန်​​အောကားများ	diff	Z	same	same		
သမထ	5	0.3847	သမထ	same	I	0.6450316437	သမထ	same	I	same	same		
ျမန္မာရုပ္ရွင္ဇာတ္ကားမ်ား 2017	5	1	မြန်မာရုပ်ရှင်ဇာတ်ကားများ 2017	diff	Z	1	မြန်မာရုပ်ရှင်ဇာတ်ကားများ 2017	diff	Z	same	same		
ႏိုင္မင္းေအာင္	5	1	နိုင်မင်းအောင်	diff	Z	1	နိုင်မင်းအောင်	diff	Z	same	same		
voaျမန္မာပိုင္း	5	1	voaမြန်မာပိုင်း	diff	Z	1	voaမြန်မာပိုင်း	diff	Z	same	same		
သာဒီးလူ ျပည့္တန္ဆာ	5	1	သာဒီးလူ ပြည့်တန်ဆာ	diff	Z	1	သာဒီးလူ ပြည့်တန်ဆာ	diff	Z	same	same		
ဆင္​းရဲပါတယ္	5	1	ဆင်းရဲပါတယ်	diff	Z	1	ဆင်းရဲပါတယ်	diff	Z	same	same		
တရားစာအုပ္မ်ား pdf	5	0.9999	တရားစာအုပ်များ pdf	diff	Z	0.9999999951	တရားစာအုပ်များ pdf	diff	Z	same	same		
drခ်က္ျကီး	5	0.9921	drချက်ကြီး	diff	Z	0.9999987154	drချက်ကြီး	diff	Z	same	same		
ဟိုမိုstory	5	0.004836	ဟိုမိုstory	same	U	0.3288962274	ဟိုမိုstory	same	I	diff	same		
ျမန္မာလိုးကားေခ်ာင္းရိုက္	5	1	မြန်မာလိုးကားချောင်းရိုက်	diff	Z	1	မြန်မာလိုးကားချောင်းရိုက်	diff	Z	same	same		
လုိးကာမ်ာဎ	5	1	လိုးကာမျာဎ	diff	Z	1	လိုးကာမျာဎ	diff	Z	same	same		
ဖင္အိုး	5	1	ဖင်အိုး	diff	Z	0.9999999981	ဖင်အိုး	diff	Z	same	same		
ဉဇဉ	5	0.8072	ဉဇဉ	same	I	0.9646211302	ဉဇဉ	same	Z	diff	same		
ျမန္မာဇတ္ကားမ်ားျျ	5	1	မြန်မာဇတ်ကားမျာြး	diff	Z	1	မြန်မာဇတ်ကားမျာြး	diff	Z	same	same		
ဂ်ပန္ xxx	5	0.9997	ဂျပန် xxx	diff	Z	0.9999982819	ဂျပန် xxx	diff	Z	same	same		
စိန္ဝင္းထြန္း သီခ်င္းမ်ား	5	1	စိန်ဝင်းထွန်း သီချင်းများ	diff	Z	1	စိန်ဝင်းထွန်း သီချင်းများ	diff	Z	same	same		
ဂ်ဳိငွက္	5	1	ဂျိုငှက်	diff	Z	1	ဂျိုငှက်	diff	Z	same	same		
ေလာကကို အလင္းေဆာင္သူ	5	1	လောကကို အလင်းဆောင်သူ	diff	Z	1	လောကကို အလင်းဆောင်သူ	diff	Z	same	same		
ျမန္မာေစာက္ပတ္	5	1	မြန်မာစောက်ပတ်	diff	Z	1	မြန်မာစောက်ပတ်	diff	Z	same	same		
psimuneျပန္ခ်ိန္နည္း	5	1	psimuneပြန်ချိန်နည်း	diff	Z	1	psimuneပြန်ချိန်နည်း	diff	Z	same	same		
ကိုယ္ေဆာင့္နတ္	5	1	ကိုယ်ဆောင့်နတ်	diff	Z	1	ကိုယ်ဆောင့်နတ်	diff	Z	same	same		
ကုလားမလိုးကား	5	0.9756	ကုလားမလိုးကား	same	Z	0.997636403	ကုလားမလိုးကား	same	Z	same	same		
​ေပါက္​စီ	5	1	​ပေါက်​စီ	diff	Z	0.9999966953	​ပေါက်​စီ	diff	Z	same	same		
ခ်စ္သူ အနမ္း	5	1	ချစ်သူ အနမ်း	diff	Z	0.9999999982	ချစ်သူ အနမ်း	diff	Z	same	same		
သဇင္​sexvideo	5	1	သဇင်​sexvideo	diff	Z	0.9999999785	သဇင်​sexvideo	diff	Z	same	same		
ႏွင္​းဆီဝကၤပါ	5	1	နှင်းဆီဝင်္ကပါ	diff	Z	1	နှင်းဆီဝင်္ကပါ	diff	Z	same	same		
ရြ	5	0.9984	ရွ	diff	Z	0.9999761228	ရွ	diff	Z	same	same		
သာဒီးလူ album download	5	0.4142	သာဒီးလူ album download	same	I	0.8647105284	သာဒီးလူ album download	same	I	same	same		
ဖိုးခ်စ္	5	0.9999	ဖိုးချစ်	diff	Z	0.9999958237	ဖိုးချစ်	diff	Z	same	same		
ျငိမ္းခ်မ္းေရး	5	1	ငြိမ်းချမ်းရေး	diff	Z	1	ငြိမ်းချမ်းရေး	diff	Z	same	same		
ျမန္မာေက်ာင္းသူ	5	1	မြန်မာကျောင်းသူ	diff	Z	1	မြန်မာကျောင်းသူ	diff	Z	same	same		
ေအာစုံ	5	0.9976	အောစုံ	diff	Z	0.9998543465	အောစုံ	diff	Z	same	same		
ကိုရီးယာsexx	5	0.685	ကိုရီးယာsexx	same	I	0.1564276542	ကိုရီးယာsexx	same	I	same	same		
တရုတ္လိုးကာ	5	0.9596	တရုတ်လိုးကာ	diff	Z	0.9991313504	တရုတ်လိုးကာ	diff	Z	same	same		
ဗမာေခ်ာင္းရိုက္	5	1	ဗမာချောင်းရိုက်	diff	Z	1	ဗမာချောင်းရိုက်	diff	Z	same	same		
​ေအာ႐ုပ္​	5	1	​အောရုပ်​	diff	Z	1	​အောရုပ်​	diff	Z	same	same		
ေက်ာင္းသားေအာကား	5	1	ကျောင်းသားအောကား	diff	Z	1	ကျောင်းသားအောကား	diff	Z	same	same		
japanေရခ်ိဳးSex	5	1	japanရေချိုးSex	diff	Z	1	japanရေချိုးSex	diff	Z	same	same		
ပရိတ္ျကီး၁၁သုတ္	5	0.7584	ပရိတ်ကြီး၁၁သုတ်	diff	I	0.9999999925	ပရိတ်ကြီး၁၁သုတ်	diff	Z	diff	same		
တေလာဆွစ်ဖ် look what you made me do	5	2.04E-05	တလောဆှဈဖျ look what you made me do	diff	U	0.00007391637934	တလောဆှဈဖျ look what you made me do	diff	U	same	same		
ခ​ေလးလိုးကား	5	1	ခ​လေးလိုးကား	diff	Z	0.9999999051	ခ​လေးလိုးကား	diff	Z	same	same		
ဂ်ာပန္ေအာကား	5	1	ဂျာပန်အောကား	diff	Z	1	ဂျာပန်အောကား	diff	Z	same	same		
တရပ္​​ေမွာ္​ကား	5	1	တရပ်​​မှော်​ကား	diff	Z	1	တရပ်​​မှော်​ကား	diff	Z	same	same		
အသဲႏုတဲ​ေတာကကိုရင္​ ရဲျမင္​့ျမတ္​	5	1	အသဲနုတဲ​တောကကိုရင်​ ရဲမြင့်မြတ်​	diff	Z	1	အသဲနုတဲ​တောကကိုရင်​ ရဲမြင့်​မြတ်​	diff	Z	same	same		
ျမန္းမာေအာ္ကား	5	1	မြန်းမာအော်ကား	diff	Z	1	မြန်းမာအော်ကား	diff	Z	same	same		
ေစာက္ပတ္ 2015	5	1	စောက်ပတ် 2015	diff	Z	1	စောက်ပတ် 2015	diff	Z	same	same		
ျမန္မာအတြဲမ်ားေခ်ာင္း႐ုိက္	5	1	မြန်မာအတွဲများချောင်းရိုက်	diff	Z	1	မြန်မာအတွဲများချောင်းရိုက်	diff	Z	same	same		
ေႀကာင္က်စ္	5	1	ကြောင်ကျစ်	diff	Z	1	ကြောင်ကျစ်	diff	Z	same	same		
အပ်ိစစ္​စစ္​	5	1	အပျိစစ်​စစ်​	diff	Z	0.9999999573	အပျိစစ်​စစ်​	diff	Z	same	same		
အင္းစိန္ေဆးရုံသုးံထပ္	5	1	အင်းစိန်ဆေးရုံသုံးထပ်	diff	Z	1	အင်းစိန်ဆေးရုံသုံးထပ်	diff	Z	same	same		
ပုရြက္​ဆိတ္​နီးကာတြန္​းကား	5	1	ပုရွက်​ဆိတ်​နီးကာတွန်းကား	diff	Z	1	ပုရွက်​ဆိတ်​နီးကာတွန်းကား	diff	Z	same	same		
ေကာလင္း	5	1	ကောလင်း	diff	Z	1	ကောလင်း	diff	Z	same	same		
ဖင္​ခ်	5	1	ဖင်​ချ	diff	Z	0.999999995	ဖင်​ချ	diff	Z	same	same		
အေမရိကန္လုိးကား	5	1	အမေရိကန်လိုးကား	diff	Z	1	အမေရိကန်လိုးကား	diff	Z	same	same		
ဝန္ႀကီးမ်ားရံုး	5	1	ဝန်ကြီးများရုံး	diff	Z	1	ဝန်ကြီးများရုံး	diff	Z	same	same		
ေမဆြိ ေမာင္	5	1	မေဆွိ မောင်	diff	Z	1	မေဆွိ မောင်	diff	Z	same	same		
ရွင္းသန့္ဇင္	5	1	ရှင်းသန့်ဇင်	diff	Z	1	ရှင်းသန့်ဇင်	diff	Z	same	same		
သတင္းစာမ်ား	5	1	သတင်းစာများ	diff	Z	1	သတင်းစာများ	diff	Z	same	same		
ျမင္​့ျမတ္​ဇာတ္​ကားသစ္​	5	1	မြင့်မြတ်​ဇာတ်​ကားသစ်​	diff	Z	1	မြင့်​မြတ်​ဇာတ်​ကားသစ်​	diff	Z	same	same		
မ်က္ေမွာက္ေခတ္လြတ္လပ္ေရးျမန္မာစာေပ	5	1	မျက်မှောက်ခေတ်လွတ်လပ်ရေးမြန်မာစာပေ	diff	Z	1	မျက်မှောက်ခေတ်လွတ်လပ်ရေးမြန်မာစာပေ	diff	Z	same	same		
photoshop အသံုးျပဳနည္း	5	1	photoshop အသုံးပြုနည်း	diff	Z	1	photoshop အသုံးပြုနည်း	diff	Z	same	same		
႐ွယ္​​ေခြၽးမ	5	1	ရှယ်​​ချွေးမ	diff	Z	1	ရှယ်​​ချွေးမ	diff	Z	same	same		
ျမန္မာစာန႔ဲ​ေျပာင္​း​ေပးပါလား	5	1	မြန်မာစာနဲ့​ပြောင်း​ပေးပါလား	diff	Z	1	မြန်မာစာနဲ့​ပြောင်း​ပေးပါလား	diff	Z	same	same		
ကေလး အား အ	5	0.9721	ကလေး အား အ	diff	Z	0.999999444	ကလေး အား အ	diff	Z	same	same		
အနိုင္ mp3 download	5	0.9996	အနိုင် mp3 download	diff	Z	0.999996319	အနိုင် mp3 download	diff	Z	same	same		
အသဲႏွလံုးမ႐ွိတဲ့သူ	5	1	အသဲနှလုံးမရှိတဲ့သူ	diff	Z	1	အသဲနှလုံးမရှိတဲ့သူ	diff	Z	same	same		
ရဲမင္းပုိင္	5	1	ရဲမင်းပိုင်	diff	Z	1	ရဲမင်းပိုင်	diff	Z	same	same		
ေလးျဖဴ ပထမႏိုင္ငံေတာ္mp3	5	1	လေးဖြူ ပထမနိုင်ငံတော်mp3	diff	Z	1	လေးဖြူ ပထမနိုင်ငံတော်mp3	diff	Z	same	same		
ထိုင္းsex	5	1	ထိုင်းsex	diff	Z	0.9999997938	ထိုင်းsex	diff	Z	same	same		
​ေဒါာက္​တာ မူံႀကီ	5	1	​ဒေါာက်​တာ မူံကြီ	diff	Z	1	​ဒေါာက်​တာ မူံကြီ	diff	Z	same	same		
ကာမအေမွာင္	5	1	ကာမအမှောင်	diff	Z	1	ကာမအမှောင်	diff	Z	same	same		
ထက္မြန္သီခ်င္းအားလံဳး	5	1	ထက်မွန်သီချင်းအားလုံး	diff	Z	1	ထက်မွန်သီချင်းအားလုံး	diff	Z	same	same		
